board_state,macroboard,current_player,valid_moves,chosen_move,game_result,agent_level,move_number,final_result
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,1,0,0,0",-1,"14,15,16,17,24,25,26,31,34,35,54,55,56,58,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",16,1,Medium,33,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,0,0,0",1,"63,64,65,66,67,68,69,70,71",66,1,Hard,34,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,0,0,0",-1,"31,34,35",34,1,Medium,35,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,0,0,0",1,"63,64,65,67,68,69,70,71",69,1,Hard,36,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,0,0,0",-1,"54,55,56,58,60,61,62",58,1,Medium,37,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,-1,0,0",1,"24,25,26,31,35,63,64,65,67,68,70,71,72,73,74,75,76,77,78,79,80",25,1,Hard,38,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,1,0,1,1,-1,-1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,-1,0,0",-1,"63,64,65,67,68,70,71",71,1,Medium,39,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,1,0,1,1,-1,-1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,-1,0,0",1,"72,73,74,75,76,77,78,79,80",75,1,Hard,40,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,1,0,1,1,-1,-1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,1,0,0,0,0,0","-1,-1,0,0,1,1,-1,0,0",-1,"31,35",35,1,Medium,41,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,1,0,1,1,-1,-1,0,1,1,-1,-1,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,1,0,0,0,0,0","-1,-1,0,0,1,1,-1,0,0",1,"72,73,74,76,77,78,79,80",72,1,Hard,42,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,1,0,1,1,-1,-1,0,1,1,-1,-1,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,1,0,0,0,0,0","-1,-1,0,0,1,1,-1,0,0",-1,"24,26,31,63,64,65,67,68,70,73,74,76,77,78,79,80",24,1,Medium,43,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,-1,1,0,1,1,-1,-1,0,1,1,-1,-1,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,1,0,0,0,0,0","-1,-1,0,0,1,1,-1,0,0",1,"26,31,63,64,65,67,68,70,73,74,76,77,78,79,80",26,1,Hard,44,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,0,1,1,-1,-1,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,1,0,0,0,0,0","-1,-1,1,0,1,1,-1,0,0",-1,"73,74,76,77,78,79,80",78,1,Medium,45,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,0,1,1,-1,-1,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,1,0,0,-1,0,0","-1,-1,1,0,1,1,-1,0,0",1,"31,63,64,65,67,68,70,73,74,76,77,79,80",76,1,Hard,46,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,0,1,1,-1,-1,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,1,1,0,-1,0,0","-1,-1,1,0,1,1,-1,0,0",-1,"31,63,64,65,67,68,70,73,74,77,79,80",79,1,Medium,47,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,0,1,1,-1,-1,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,1,1,0,-1,-1,0","-1,-1,1,0,1,1,-1,0,0",1,"63,64,65,67,68,70",70,1,Hard,48,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,0,1,1,-1,-1,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,1,-1,1,0,0,1,1,0,-1,-1,0","-1,-1,1,0,1,1,-1,0,0",-1,"63,64,65,67,68",63,1,Medium,49,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,0,1,1,-1,-1,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,1,0,0,1,1,-1,1,0,0,1,1,0,-1,-1,0","-1,-1,1,0,1,1,-1,0,0",1,"31,64,65,67,68,73,74,77,80",77,1,Hard,50,1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",0,1,Hard,0,1
"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"1,2,3,4,5,6,7,8",1,1,Hard,1,0
"1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"9,10,11,12,13,14,15,16,17",9,1,Hard,2,1
"1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"2,3,4,5,6,7,8",2,1,Hard,3,0
"1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"18,19,20,21,22,23,24,25,26",18,1,Hard,4,1
"1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"3,4,5,6,7,8",3,1,Hard,5,0
"1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"27,28,29,30,31,32,33,34,35",27,1,Hard,6,1
"1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"4,5,6,7,8",4,1,Hard,7,0
"1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"36,37,38,39,40,41,42,43,44",37,1,Hard,8,1
"1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"10,11,12,13,14,15,16,17",10,1,Hard,9,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"11,12,13,14,15,16,17",11,1,Hard,10,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"19,20,21,22,23,24,25,26",19,1,Hard,11,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"12,13,14,15,16,17",12,1,Hard,12,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"28,29,30,31,32,33,34,35",29,1,Hard,13,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"20,21,22,23,24,25,26",20,1,Hard,14,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"21,22,23,24,25,26",21,1,Hard,15,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"28,30,31,32,33,34,35",28,1,Hard,16,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"13,14,15,16,17",13,1,Hard,17,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"36,38,39,40,41,42,43,44",38,1,Hard,18,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"22,23,24,25,26",22,1,Hard,19,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"36,39,40,41,42,43,44",36,1,Hard,20,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,1,0,0,0,0",-1,"5,6,7,8",5,1,Hard,21,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"45,46,47,48,49,50,51,52,53",48,1,Hard,22,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"30,31,32,33,34,35",30,1,Hard,23,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"31,32,33,34,35",32,1,Hard,24,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"45,46,47,49,50,51,52,53",47,1,Hard,25,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"23,24,25,26",23,1,Hard,26,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"45,46,49,50,51,52,53",50,1,Hard,27,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"45,46,49,51,52,53",51,1,Hard,28,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"54,55,56,57,58,59,60,61,62",57,1,Hard,29,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"31,33,34,35",33,1,Hard,30,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"54,55,56,58,59,60,61,62",59,1,Hard,31,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"45,46,49,52,53",45,1,Hard,32,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,1,0,0,0",-1,"14,15,16,17,24,25,26,31,34,35,54,55,56,58,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",16,1,Hard,33,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,0,0,0",1,"63,64,65,66,67,68,69,70,71",66,1,Hard,34,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,0,0,0",-1,"31,34,35",34,1,Hard,35,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,0,0,0",1,"63,64,65,67,68,69,70,71",69,1,Hard,36,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,0,0,0",-1,"54,55,56,58,60,61,62",58,1,Hard,37,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,-1,0,0",1,"24,25,26,31,35,63,64,65,67,68,70,71,72,73,74,75,76,77,78,79,80",25,1,Hard,38,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,1,0,1,1,-1,-1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,-1,0,0",-1,"63,64,65,67,68,70,71",63,1,Hard,39,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,1,0,1,1,-1,-1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0","-1,-1,0,0,1,1,-1,0,0",1,"24,26,31,35,64,65,67,68,70,71,72,73,74,75,76,77,78,79,80",26,1,Hard,40,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,1,-1,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0","-1,-1,1,0,1,1,-1,0,0",-1,"72,73,74,75,76,77,78,79,80",72,1,Hard,41,0
